STATE,STATENAME,ST_CASE,EVENTNUM,VEH_NO,VEVENTNUM,VNUMBER1,AOI1,AOI1NAME,SOE,SOENAME,VNUMBER2,VNUMBER2NAME,AOI2,AOI2NAME
35,New Mexico,350314,6,1,6,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350314,7,1,7,1,98,Not Reported,34,Ditch,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350315,1,1,1,1,61,Left,12,Motor Vehicle In-Transport,2,2,82,Right-Front Side
35,New Mexico,350315,2,1,2,1,12,12 Clock Point,12,Motor Vehicle In-Transport,3,3,6,6 Clock Point
35,New Mexico,350315,4,1,3,1,19,Other Objects or Person Set-In-Motion,54,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",3,3,6,6 Clock Point
35,New Mexico,350315,5,1,4,1,98,Not Reported,18,Other Object (not fixed),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350315,1,2,1,1,61,Left,12,Motor Vehicle In-Transport,2,2,82,Right-Front Side
35,New Mexico,350315,2,3,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,3,3,6,6 Clock Point
35,New Mexico,350315,3,3,2,3,12,12 Clock Point,12,Motor Vehicle In-Transport,4,4,6,6 Clock Point
35,New Mexico,350315,4,3,3,1,19,Other Objects or Person Set-In-Motion,54,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",3,3,6,6 Clock Point
35,New Mexico,350315,3,4,1,3,12,12 Clock Point,12,Motor Vehicle In-Transport,4,4,6,6 Clock Point
35,New Mexico,350316,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350316,2,2,1,2,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350317,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350317,2,1,2,1,98,Not Reported,33,Curb,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350318,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350319,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350319,2,1,2,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
35,New Mexico,350319,3,1,3,1,0,Non-Collision,2,Fire/Explosion,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350319,2,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
35,New Mexico,350320,1,1,1,1,55,Non-Harmful Event,79,Ran off Roadway - Direction Unknown,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350320,2,1,2,1,98,Not Reported,32,Culvert,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350321,1,1,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350321,2,1,2,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350322,1,1,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,63,Left-Back Side
35,New Mexico,350322,1,2,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,63,Left-Back Side
35,New Mexico,350323,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,82,Right-Front Side
35,New Mexico,350323,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,82,Right-Front Side
35,New Mexico,350324,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350324,2,1,2,1,6,6 Clock Point,25,Concrete Traffic Barrier,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350324,3,1,3,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350324,4,1,4,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350324,5,1,5,1,81,Right,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350324,6,1,6,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350324,7,1,7,1,0,Non-Collision,2,Fire/Explosion,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350325,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350325,3,1,2,1,61,Left,12,Motor Vehicle In-Transport,2,2,61,Left
35,New Mexico,350325,4,1,3,1,12,12 Clock Point,12,Motor Vehicle In-Transport,3,3,61,Left
35,New Mexico,350325,6,1,4,4,98,Not Reported,12,Motor Vehicle In-Transport,1,1,98,Not Reported
35,New Mexico,350325,7,1,5,5,98,Not Reported,12,Motor Vehicle In-Transport,1,1,98,Not Reported
35,New Mexico,350325,8,1,6,6,98,Not Reported,12,Motor Vehicle In-Transport,1,1,98,Not Reported
35,New Mexico,350325,2,2,1,2,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350325,3,2,2,1,61,Left,12,Motor Vehicle In-Transport,2,2,61,Left
35,New Mexico,350325,4,3,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,3,3,61,Left
35,New Mexico,350325,5,3,2,3,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350325,6,4,1,4,98,Not Reported,12,Motor Vehicle In-Transport,1,1,98,Not Reported
35,New Mexico,350325,7,5,1,5,98,Not Reported,12,Motor Vehicle In-Transport,1,1,98,Not Reported
35,New Mexico,350325,8,6,1,6,98,Not Reported,12,Motor Vehicle In-Transport,1,1,98,Not Reported
35,New Mexico,350326,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350326,2,1,2,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
35,New Mexico,350326,2,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
35,New Mexico,350326,3,2,2,3,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
35,New Mexico,350326,3,3,1,3,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
35,New Mexico,350327,1,1,1,1,55,Non-Harmful Event,65,Cross Median,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350327,2,1,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350327,3,1,3,1,55,Non-Harmful Event,67,Vehicle Went Airborne,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350327,4,1,4,1,98,Not Reported,35,Embankment,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350327,5,1,5,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350328,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
35,New Mexico,350328,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
35,New Mexico,350328,2,2,2,2,98,Not Reported,12,Motor Vehicle In-Transport,3,3,81,Right
35,New Mexico,350328,2,3,1,2,98,Not Reported,12,Motor Vehicle In-Transport,3,3,81,Right
35,New Mexico,350329,1,1,1,2,98,Not Reported,12,Motor Vehicle In-Transport,1,1,98,Not Reported
35,New Mexico,350329,1,2,1,2,98,Not Reported,12,Motor Vehicle In-Transport,1,1,98,Not Reported
35,New Mexico,350330,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350330,2,1,2,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350330,3,1,3,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350331,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350332,1,1,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,6,6 Clock Point
35,New Mexico,350332,2,1,2,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350332,1,2,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,6,6 Clock Point
35,New Mexico,350333,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350333,2,1,2,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350334,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350334,2,2,1,2,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350335,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,98,Not Reported
35,New Mexico,350335,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,98,Not Reported
35,New Mexico,350335,2,2,2,2,0,Non-Collision,2,Fire/Explosion,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350336,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,81,Right
35,New Mexico,350336,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,81,Right
35,New Mexico,350337,1,1,1,1,12,12 Clock Point,9,Pedalcyclist,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350337,2,1,2,1,19,Other Objects or Person Set-In-Motion,9,Pedalcyclist,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350338,1,1,1,1,82,Right-Front Side,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350339,1,1,1,1,98,Not Reported,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350340,1,1,1,1,82,Right-Front Side,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
35,New Mexico,350340,1,2,1,1,82,Right-Front Side,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
35,New Mexico,350341,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350341,2,1,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350341,3,1,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350342,1,1,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,82,Right-Front Side
35,New Mexico,350342,1,2,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,82,Right-Front Side
35,New Mexico,350343,1,1,1,1,1,1 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350344,1,1,1,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350344,2,1,2,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,13,Top
35,New Mexico,350344,2,2,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,13,Top
35,New Mexico,350345,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350345,2,1,2,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350346,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350347,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350348,1,1,1,1,12,12 Clock Point,11,Live Animal,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350348,2,1,2,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350349,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,82,Right-Front Side
35,New Mexico,350349,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,82,Right-Front Side
35,New Mexico,350349,2,2,2,3,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,81,Right
35,New Mexico,350349,2,3,1,3,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,81,Right
35,New Mexico,350350,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350351,1,1,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350351,2,1,2,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350351,3,1,3,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350351,4,1,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350352,1,1,1,1,0,Non-Collision,51,Jackknife (harmful to this vehicle),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350352,2,1,2,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350352,3,1,3,1,61,Left,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350352,4,1,4,1,98,Not Reported,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350352,5,1,5,1,98,Not Reported,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350353,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350353,2,1,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350353,3,1,3,1,98,Not Reported,34,Ditch,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350353,4,1,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350354,1,1,1,1,98,Not Reported,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350355,1,1,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350355,2,1,2,1,98,Not Reported,35,Embankment,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350355,3,1,3,1,55,Non-Harmful Event,67,Vehicle Went Airborne,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350355,4,1,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350356,1,1,1,1,12,12 Clock Point,46,Traffic Signal Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350357,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350357,2,1,2,1,98,Not Reported,35,Embankment,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350357,3,1,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350358,1,1,1,1,55,Non-Harmful Event,61,"Equipment Failure (blown tire, brake failure, etc)",5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350358,2,1,2,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350358,3,1,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350359,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350359,2,1,2,1,98,Not Reported,39,Wall,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350359,3,1,3,1,98,Not Reported,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350360,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350360,2,1,2,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350360,3,1,3,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350360,4,1,4,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350360,5,1,5,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350360,6,1,6,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350361,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350361,2,1,2,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350361,3,1,3,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350361,4,1,4,1,81,Right,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350362,1,1,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350362,2,1,2,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350362,3,1,3,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350362,4,1,4,1,98,Not Reported,38,Fence,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350362,5,1,5,1,98,Not Reported,38,Fence,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350362,6,1,6,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350363,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350363,2,1,2,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
35,New Mexico,350363,2,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
35,New Mexico,350363,3,2,2,2,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350364,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350364,2,1,2,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350364,3,1,3,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350364,4,1,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350365,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
35,New Mexico,350365,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
35,New Mexico,350366,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350366,2,1,2,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350366,3,1,3,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350366,4,1,4,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
35,New Mexico,350366,5,1,5,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350366,6,1,6,1,13,Top,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350367,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350368,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,83,Right-Back Side
35,New Mexico,350368,2,1,2,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
35,New Mexico,350368,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,83,Right-Back Side
35,New Mexico,350369,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,61,Left
35,New Mexico,350369,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,61,Left
36,New York,360001,1,1,1,1,9,9 Clock Point,9,Pedalcyclist,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360001,2,2,1,2,12,12 Clock Point,9,Pedalcyclist,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360002,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360002,2,1,2,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360003,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360004,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360005,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360006,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360007,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360009,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
36,New York,360009,2,1,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
36,New York,360009,3,1,3,1,12,12 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360010,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
36,New York,360010,2,1,2,1,5,5 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360010,3,1,3,1,3,3 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360010,4,1,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360011,1,1,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
36,New York,360011,2,1,2,1,3,3 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360011,3,1,3,1,3,3 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360012,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
36,New York,360012,2,1,2,1,12,12 Clock Point,52,Guardrail End,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360012,3,1,3,1,12,12 Clock Point,35,Embankment,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360012,4,1,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360012,5,1,5,1,13,Top,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360013,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360014,1,1,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
36,New York,360014,2,1,2,1,12,12 Clock Point,25,Concrete Traffic Barrier,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360015,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360015,2,1,2,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360016,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
36,New York,360016,2,1,2,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
36,New York,360016,3,1,3,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
36,New York,360016,4,1,4,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
36,New York,360016,5,1,5,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360016,6,1,6,1,0,Non-Collision,2,Fire/Explosion,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360016,3,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
36,New York,360016,7,2,2,2,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
36,New York,360016,8,2,3,2,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
36,New York,360016,9,2,4,2,12,12 Clock Point,35,Embankment,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360017,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
36,New York,360018,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
